Case Number,Date,Year,Type,Country,Area,Activity,Age,Fatal (Y/N),Sex,Month
1978.04.02.a,02-Apr-1978,1978,Unprovoked,MARSHALL ISLANDS,Ralik Archipelago,Diving,23,N,M,Apr
1978.01.17,07-Jan-1978,1978,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Surfing,17,N,M,Jan
1977.12.19.b,19-Dec-1977,1977,Unprovoked,USA,Florida,Surfing,27,N,M,Dec
1977.12.19.a,19-Dec-1977,1977,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,18,N,M,Dec
1977.10.30,30-Oct-1977,1977,Unprovoked,SOUTH AFRICA,Western Cape Province,Spearfishing,25,N,M,Oct
1977.08.31,31-Aug-1977,1977,Unprovoked,AUSTRALIA,South Australia,Surfing,17,N,M,Aug
1977.03.17,17-Mar-1977,1977,Unprovoked,SOUTH AFRICA,Western Cape Province,Swimming,31,N,M,Mar
1976.11.25,25-Nov-1976,1976,Unprovoked,USA,Florida,Surfing,19,N,M,Nov
1976.10.18,18-Oct-1976,1976,Unprovoked,USA,California,Surfing,25,N,M,Oct
1976.10.06,06-Oct-1976,1976,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,20,N,M,Oct
1976.09.12.b,12-Sep-1976,1976,Unprovoked,USA,Florida,Swimming,16,Y,M,Sep
1976.09.06,06-Sep-1976,1976,Unprovoked,USA,Florida,Surfing,15,N,M,Sep
1976.08.24,24-Aug-1976,1976,Unprovoked,USA,Oregon,Surfing,19,N,M,Aug
1976.07.24,24-Jul-1976,1976,Unprovoked,USA,Florida,Spearfishing,24,N,M,Jul
1976.07.21,21-Jul-1976,1976,Unprovoked,USA,Louisiana,Playing,10,N,M,Jul
1976.07.16,16-Jul-1976,1976,Unprovoked,USA,Hawaii,Scuba diving,18,Y,M,Jul
1976.07.12,12-Jul-1976,1976,Unprovoked,USA,Florida,Spearfishing,23,N,M,Jul
1976.06.23,23-Jun-1976,1976,Unprovoked,USA,Florida,Skindiving,17,N,M,Jun
1976.06.02.R,Reported 02-Jun-1976,1976,Provoked,ITALY,Reggio Calabria Province,Fishing,46,N,M,Jun
1975.11.19.b,19-Nov-1975,1975,Unprovoked,AUSTRALIA,New South Wales,Standing,20,N,M,Nov
1975.11.19.a,19-Nov-1975,1975,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Standing,33,N,M,Nov
1975.11.02,02-Nov-1975,1975,Unprovoked,USA,Florida,Surfing,18,N,M,Nov
1975.10.12,12-Oct-1975,1975,Unprovoked,AUSTRALIA,New South Wales,Surfing,20,N,M,Oct
1975.08.17,17-Aug-1975,1975,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,19,N,M,Aug
1975.08.09,09-Aug-1975,1975,Unprovoked,USA,California,Free diving for abalone,44,N,M,Aug
1975.08.04,04-Aug-1975,1975,Unprovoked,HONG KONG,Mirs Bay ,Freedom swimming,24,N,M,Aug
1975.07.30.b,30-Jul-1975,1975,Sea Disaster,USA,Oregon,Sea disaster,62,Y,F,Jul
1975.07.26.b,26-Jul-1975.b,1975,Unprovoked,USA,Florida,Free diving,24,N,M,Jul
1975.07.26.a,26-Jul-1975,1975,Unprovoked,AUSTRALIA,Queensland,Surfing,21,N,M,Jul
1975.07.15,15-Jul-1975,1975,Unprovoked,USA,Florida,Swimming,14,N,F,Jul
1975.07.05,5-Jul-1975,1975,Provoked,AUSTRALIA,Western Australia,Spearfishing,29,N,M,Jul
1975.07.04,04-Jul-1975,1975,Unprovoked,USA,Florida,Surfing,16,N,M,Jul
1975.06.23.b,23-Jun-1975,1975,Unprovoked,USA,South Carolina,Swimming ,18,N,M,Jun
1975.06.23.a,23-Jun-1975,1975,Unprovoked,USA,South Carolina,Standing,15,N,F,Jun
1975.06.02.R,Reported 02-Jun-1975,1975,Unprovoked,USA,Florida,Surfing,20,N,M,Jun
1975.05.25,25-May-1975,1975,Unprovoked,USA,Florida,Surfing,17,N,M,May
1975.05.20,20-May 1975,1975,Unprovoked,USA,Florida,Bathing,10,N,F,May
1975.02.23,23-Feb-1975,1975,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Surfing,16,N,M,Feb
1975.02.01,01-Feb-1975,1975,Provoked,SOUTH AFRICA,Western Cape Province,Fishing,12,N,M,Feb
1975.01.19,19-Jan-1975,1975,Unprovoked,AUSTRALIA,South Australia,Surfing,17,Y,M,Jan
1974.11.01,01-Nov-1974,1974,Unprovoked,USA,Florida,Standing,24,N,M,Nov
1974.09.28,28-Sep-1974,1974,Unprovoked,USA,California,Surfing,17,N,M,Sep
1974.09.07,07-Sep-1974,1974,Unprovoked,ISRAEL,Red Sea,Swimming,20,N,F,Sep
1974.08.16.b,16-Aug-1974,1974,Unprovoked,HONG KONG,Mirs Bay ,Freedom swimming,19,N,M,Aug
1974.08.16.a,16-Aug-1974,1974,Unprovoked,HONG KONG,Mirs Bay ,Freedom swimming,18,N,M,Aug
1974.07.20,20-Jul-1974,1974,Unprovoked,USA,Georgia,Swimming,17,Y,M,Jul
1974.06.20,20-Jun-1974,1974,Unprovoked,USA,Florida,Swimming,61,N,F,Jun
1974.04.20,20-Apr-1974,1974,Unprovoked,SOUTH AFRICA,Western Cape Province,Spearfishing,22,N,M,Apr
1974.04.14,14-Apr-1974,1974,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Standing,19,N,M,Apr
1974.04.12,12-Apr-1974,1974,Unprovoked,USA,Florida,Swimming,11,N,F,Apr
1974.04.04,04-Apr-1974,1974,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Surfing,17,N,M,Apr
1974.03.21,21-Mar-1974,1974,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Surfing,21,N,M,Mar
1974.02.13.b,13-Feb-1974,1974,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming,14,N,M,Feb
1974.02.13.a,13-Feb-1974,1974,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming,19,N,M,Feb
1974.01.09,09-Jan-1974,1974,Unprovoked,AUSTRALIA,South Australia,Diving for abalone,26,Y,M,Jan
1974.01.07.c,07-Jan-1974,1974,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming,33,N,M,Jan
1974.01.07.a,07-Jan-1974,1974,Unprovoked,MOZAMBIQUE,Gaza,Swimming,32,Y,M,Jan
1973.12.25,25-Dec-1973,1973,Unprovoked,MOZAMBIQUE,Gaza,Spearfishing,41,N,M,Dec
1973.12.19.R,Reported 18-Dec-1973,1973,Unprovoked,PHILIPPINES,Luzon,Swimming,19,Y,M,Dec
1973.11.24,24-Nov-1973,1973,Unprovoked,USA,Florida,Surfing,13,N,M,Nov
1973.08.25,25-Aug-1973,1973,Unprovoked,AUSTRALIA,Queensland,Surfing,16,N,M,Aug
1973.04.04,04-Apr-1973,1973,Unprovoked,MEXICO,Guerrero,Wading,45,Y,M,Apr
1973.03.05,05-Mar-1973,1973,Unprovoked,MOZAMBIQUE,Gaza,Spearfishing,28,Y,M,Mar
1973.02.27,27-Feb-1973,1973,Unprovoked,MEXICO,Guerrero,Swimming,57,Y,unknown,Feb
1972.12.31,31-Dec-1972,1972,Unprovoked,SOUTH AFRICA,Western Cape Province,Treading water,29,N,M,Dec
1972.12.26,26-Dec-1972,1972,Unprovoked,MOZAMBIQUE,Gaza,Swimming,25,N,M,Dec
1972.12.25,25-Dec-1972,1972,Unprovoked,MEXICO,Guerrero,Body surfing,17,Y,M,Dec
1972.10.22,21-Oct-1972,1972,Unprovoked,AUSTRALIA,Queensland,Spearfishing,24,N,M,Oct
1972.10.21,21-Oct-1972,1972,Unprovoked,AUSTRALIA,New South Wales,Surfing,19,N,M,Oct
1972.10.14.a,14-Oct-1972,1972,Unprovoked,USA,Florida,Surfing,17,N,M,Oct
1972.10.10.R,Reported 10-Oct-1972,1972,Unprovoked,NEW ZEALAND,North Island,Swimming,17,N,M,Oct
1972.08.29,29-Aug-1972,1972,Unprovoked,USA,Florida,Surfing,15,N,M,Aug
1972.08.08,08-Aug-1972,1972,Unprovoked,AUSTRALIA,Tasmania,Diving for abalone,45,N,M,Aug
1972.06.10,10-Jun-1972,1972,Unprovoked,USA,Florida,Surfing,22,N,M,Jun
1972.05.28,28-May-1972,1972,Unprovoked,USA,California,Free diving for abalone,32,N,M,May
1972.05.06,06-May-1972,1972,Unprovoked,FRENCH POLYNESIA,Tuamotus,Spearfishing,27,N,M,May
1972.04.16,16-Apr-1972,1972,Unprovoked,WESTERN SAMOA,Upolu Island,Swimming,25,Y,M,Apr
1972.04.01.a,01-Apr-1972,1972,Unprovoked,MOZAMBIQUE,Gaza,Swimming,19,Y,M,Apr
1972.03.21,21-Mar-1972,1972,Provoked,PACIFIC OCEAN ,unknown,Fishing,33,N,M,Mar
1972.02.20,20-Feb-1972,1972,Unprovoked,AUSTRALIA,Victoria,Surfing,18,N,M,Feb
1972.01.01.c,01-Jan-1972,1972,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Swimming,20,Y,M,Jan
1972.01.01.a,01-Jan-1971,1972,Unprovoked,MOZAMBIQUE,Gaza,Standing,24,N,M,Jan
1971.12.16,16-Dec-1971,1971,Unprovoked,SOUTH AFRICA,Western Cape Province,Swimming,16,N,F,Dec
1971.10.23,23-Oct-1971,1971,Unprovoked,USA,Florida,Surfing,18,N,M,Oct
1971.10.14,14-Oct-1971,1971,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming,25,N,M,Oct
1971.10.02,02-Oct-1971,1971,Unprovoked,USA,California,Scuba diving,30,N,M,Oct
1971.09.25,25-Sep-1971,1971,Unprovoked,USA,North Carolina,Surfing,17,N,unknown,Sep
1971.09.07,07-Sep-1971,1971,Unprovoked,CROATIA,Istria County,Swimming,34,Y,M,Sep
1971.09.05,05-Sep-1971,1971,Unprovoked,AUSTRALIA,South Australia,Fishing,51,Y,M,Sep
1971.06.30,30-Jun-1971,1971,Unprovoked,SOUTH AFRICA,Western Cape Province,Surfing,21,N,M,Jun
1971.06.01,01-Jun-1971,1971,Unprovoked,BRITISH ISLES,South Devon,Scuba diving,32,N,M,Jun
1971.04.16R,Reported 16-Apr-1971,1971,Unprovoked,KENYA,Coast Province,Swimming,16,N,M,Apr
1971.04.06,6-Apr-1971,1971,Unprovoked,MEXICO,Guerrero,Surfing,19,Y,M,Apr
1971.03.30,30-Mar-1971,1971,Unprovoked,NEW ZEALAND,South Island,Surfing,16,N,M,Mar
1970.09.28,28-Sep-1970,1970,Unprovoked,MICRONESIA,Eastern Caroline Islands,Diving,43,N,M,Sep
1970.09.13,13-Sep-1970,1970,Provoked,PALAU,Western Caroline Islands (North Pacific Ocean),Spearfishing,20,N,M,Sep
1970.06.22,22-Jun-1970,1970,Provoked,USA,Florida,Fishing,13,N,M,Jun
1970.06.15,15-Jun-1970,1970,Provoked,SOUTH AFRICA,KwaZulu-Natal,Scuba Diving,25,N,M,Jun
1970.06.13.b,13-Jun-1970,1970,Unprovoked,GRENADA,St. Andrew Parish,Wading,16,Y,M,Jun
1970.06.13.a,13-Jun-1970,1970,Unprovoked,GRENADA,St. Andrew Parish,Wading,18,Y,M,Jun
1970.04.04,4-Apr-1970,1970,Unprovoked,GRENADA,St. Andrew Parish,Swimming,14,Y,M,Apr
1970.03.23,23-Mar-1970,1970,Unprovoked,USA,Florida,Wading,19,N,M,Mar
1970.01.23.d,23-Jan-1970,1970,Unprovoked,MOZAMBIQUE,Limpopo River,Swimming,14,N,M,Jan
1970.01.23.c,23-Jan-1970,1970,Unprovoked,MOZAMBIQUE,Limpopo River,Swimming,16,N,M,Jan
1970.01.23.b,23-Jan-1970,1970,Unprovoked,MOZAMBIQUE,Limpopo River,Swimming,12,N,M,Jan
1970.01.23.a,23-Jan-1970,1970,Unprovoked,MOZAMBIQUE,Limpopo River,Swimming,10,N,M,Jan
1970.01.10,10-Jan-1970,1970,Unprovoked,MEXICO,Guerrero,Swimming,22,N,M,Jan
1969.11.30,30-Nov-1969,1969,Unprovoked,AUSTRALIA,Western Australia,Swimming,15,N,M,Nov
1969.09.06,06-Sep-1969,1969,Unprovoked,USA,California,Free diving for abalone,53,N,M,Sep
1969.08.22,22-Aug-1969,1969,Provoked,USA,Massachusetts,Fishing,28,N,M,Aug
1969.08.02,02-Aug-1969,1969,Unprovoked,USA,Florida,Surfing,15,N,M,Aug
1969.08.01,02-Aug-1969,1969,Unprovoked,USA,Florida,Body surfing,13,N,M,Aug
1969.06.12,12-Jun-1969,1969,Unprovoked,JAMAICA,Clarendon,Diving,27,N,M,Jun
1969.05.24,24-May-1969,1969,Provoked,USA,Florida,Diving,23,N,M,May
1969.03.09,09-Mar-1969,1969,Unprovoked,USA,Hawaii,Surfing,16,N,M,Mar
1969.02.17.R,Reported 17-Feb-1969,1969,Provoked,AUSTRALIA,Tasmania,Fishing,49,N,M,Feb
1969.01.27,27-Jan-1969,1969,Unprovoked,AUSTRALIA,New South Wales,Freediving,21,N,M,Jan
1968.12.25,25-Dec-1968,1968,Unprovoked,NEW ZEALAND,South Island,Surfing,17,N,M,Dec
1968.12.02,02-Dec-1968,1968,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Spearfishing,28,N,M,Dec
1968.11.06,06-Nov-1968,1968,Boating,SOUTH AFRICA,KwaZulu-Natal,Fishing,22,N,M,Nov
1968.09.15,15-Sep-1968,1968,Unprovoked,NEW ZEALAND,South Island,Spearfishing,24,Y,M,Sep
1968.08.21,21-Aug-1968,1968,Unprovoked,USA,Florida,Standing,15,N,M,Aug
1968.08.13,13-Aug-1968,1968,Unprovoked,FRENCH POLYNESIA,Society Islands,Swimming,12,N,M,Aug
1968.07.27,27-Jul-1968,1968,Unprovoked,USA,California,Free diving,25,N,M,Jul
1968.07.23,23-Jul-1968,1968,Unprovoked,USA,Florida,Wading,33,N,M,Jul
1968.06.25,25-Jun-1968,1968,Unprovoked,BAHAMAS,Eleuthera,Spearfishing,17,N,M,Jun
1968.03.10,10-Mar-1968,1968,Unprovoked,USA,Florida,Surfing,20,N,M,Mar
1968.02.26,26-Feb-1968,1968,Unprovoked,USA,Florida,Surfing,17,N,M,Feb
1968.02.20,20-Feb-1968,1968,Unprovoked,AUSTRALIA,Western Australia,Swimming,14,N,F,Feb
1968.02.04,04-Feb-1968,1968,Unprovoked,AUSTRALIA,South Australia,Spearfishing,26,N,M,Feb
1968.01.17,17-Jan-1968,1968,Unprovoked,PAPUA NEW GUINEA,Morobe Province,Swimming,13,Y,unknown,Jan
1967.12.30,30-Dec-1967,1967,Unprovoked,SOUTH AFRICA,Western Cape Province,Surfing,22,N,M,Dec
1967.12.17,17-Dec-1967,1967,Unprovoked,AUSTRALIA,Victoria,Swimming,59,Y,M,Dec
1967.11.30.b,30-Nov-1967,1967,Provoked,AUSTRALIA,New South Wales,Freediving,15,N,M,Nov
1967.11.15,15-Nov-1967,1967,Provoked,FIJI,unknown,Freediving,21,N,M,Nov
1967.09.01,01-Sep-1967,1967,Unprovoked,PAPUA NEW GUINEA,New Ireland Province,Spearfishing,23,Y,M,Sep
1967.08.15,15-Aug-1967,1967,Unprovoked,BERMUDA,Hamilton,Floating,19,N,F,Aug
1967.08.07,07-Aug-1967,1967,Unprovoked,USA,Florida,Spearfishing,15,N,M,Aug
1967.07.29,29-Jul-1967,1967,Unprovoked,USA,Florida,Snorkeling,20,N,M,Jul
1967.07.05,05-Jul-1967,1967,Unprovoked,TURKEY,Mugla Province,Spearfishing,36,Y,M,Jul
1967.06.13,13-Jun-1967,1967,Provoked,USA,Florida,Spearfishing,26,N,M,Jun
1967.03.20,20-Mar-1967,1967,Provoked,NEW ZEALAND,North Island,Freediving,21,N,M,Mar
1967.03.19,19-Mar-1967,1967,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Spearfishing,32,N,M,Mar
1967.03.12,12-Mar-1967,1967,Provoked,AUSTRALIA,Victoria,Spearfishing,36,N,M,Mar
1967.03.09,09-Mar-1967,1967,Unprovoked,NEW ZEALAND,South Island,Lifesaving drill,21,Y,M,Mar
1966.12.31,31-Dec-1966,1966,Unprovoked,AUSTRALIA,Tasmania,Fishing,30,N,M,Dec
1966.12.27.b,27-Dec-1966,1966,Provoked,AUSTRALIA,New South Wales,Spearfishing,29,N,M,Dec
1966.12.27.a,27-Dec-1966,1966,Unprovoked,AUSTRALIA,New South Wales,Spearfishing,19,N,M,Dec
1966.12.26,26-Dec-1966,1966,Unprovoked,SINGAPORE,unknown,Wading,39,N,M,Dec
1966.12.26,26-Dec-1966,1966,Unprovoked,AUSTRALIA,New South Wales,Spearfishing,29,N,M,Dec
1966.10.30,30-Oct-1966,1966,Unprovoked,PAPUA NEW GUINEA,New Ireland Province,Swimming,13,Y,F,Oct
1966.09.19,19-Sep-1966,1966,Provoked,USA,Hawaii,Fishing,20,N,M,Sep
1966.09.10,10-Sep-1966,1966,Unprovoked,AUSTRALIA,Western Australia,Spearfishing,43,N,M,Sep
1966.08.27.a,27-Aug-1966,1966,Unprovoked,BAHAMAS,Bimini Islands,Snorkeling,18,N,F,Aug
1966.08.21.b,23-Aug-1966,1966,Unprovoked,NEW BRITAIN,Duke of York Islands,Swimming,13,Y,F,Aug
1966.08.16,16-Aug-1966,1966,Unprovoked,CROATIA,Primorje-Gorski Kotar County ,Swimming,33,Y,M,Aug
1966.07.17.b,17-Jul-1966,1966,Unprovoked,USA,Texas,Fishing,14,N,M,Jul
1966.07.17.a,17-Jul-1966,1966,Unprovoked,TAIWAN,Northern Taiwan,Swimming,20,Y,M,Jul
1966.07.14,14-Jul-1966,1966,Unprovoked,PAPUA NEW GUINEA,"Admiralty Islands, Manus Province",Swimming,25,Y,F,Jul
1966.06.11,11-Jun-1966,1966,Provoked,USA,Florida,Fishing,18,N,M,Jun
1966.06.04,04-Jun-1966,1966,Unprovoked,USA,Texas,Swimming,18,N,M,Jun
1966.04.08,08-Apr-1966,1966,Unprovoked,USA,Puerto Rico,Swimming,25,N,M,Apr
1966.02.27,27-Feb-1966,1966,Unprovoked,AUSTRALIA,New South Wales,Treading water,13,N,M,Feb
1966.01.15,15-Jan-1966,1966,Unprovoked,AUSTRALIA,New South Wales,Spearfishing,30,N,M,Jan
1966.01.11,11-Jan-1966,1966,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Standing,16,N,M,Jan
1966.01.09,09-Jan-1966,1966,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Body surfing,15,N,M,Jan
1966.01.05,05-Jan-1966,1966,Unprovoked,USA,Florida,Swimming,35,N,M,Jan
1965.11.03.a,03-Nov-1965,1965,Unprovoked,AUSTRALIA,Queensland,Surfing,24,N,M,Nov
1965.08.26,26-Aug-1965,1965,Unprovoked,USA,New Jersey,Swimming,15,N,M,Aug
1965.07.26,26-Jul-1965,1965,Unprovoked,MEXICO,Veracruz,Bathing,25,Y,M,Jul
1965.06.09,09-Jun-1965,1965,Unprovoked,MEXICO,Veracruz,Swimming,38,N,M,Jun
1965.04.10,10-Apr-1965,1965,Unprovoked,USA,Florida,Spearfishing,28,N,M,Apr
1965.03.14,14-Mar-1965,1965,Unprovoked,USA,Florida,Free diving,16,N,M,Mar
1965.02.14,14-Feb-1965,1965,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Treading water,25,N,M,Feb
1965.02.04,04-Feb-1965,1965,Unprovoked,USA,Massachusetts,Scuba diving,18,N,M,Feb
1965.01.16,16-Jan-1965,1965,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Body surfing,20,N,M,Jan
1965.01.09,09-Jan-1965,1965,Unprovoked,NEW GUINEA,Central Province,Free diving,30,Y,M,Jan
1964.12.25,25-Dec-1964,1964,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Swimming,19,N,M,Dec
1964.09.20,20-Sep-1964,1964,Unprovoked,TAIWAN,Northern Taiwan,Swimming,32,Y,M,Sep
1964.09.07,07-Sep-1964,1964,Unprovoked,TAIWAN,Northern Taiwan,Swimming,20,N,M,Sep
1964.08.26,26-Aug-1964,1964,Unprovoked,USA,Florida,Swimming,14,N,M,Aug
1964.08.03,03-Aug-1964,1964,Unprovoked,JAPAN,Okayama Prefecture,Swimming,12,N,M,Aug
1964.06.23,23-Jun-1964,1964,Unprovoked,FIJI,Lau Group,Spearfishing,23,N,M,Jun
1964.05.30,30-May-1964,1964,Unprovoked,PANAMA,Caribbean Coast,Standing,47,N,M,May
1964.05.08,08-May-1964,1964,Unprovoked,FIJI,Vita Levu,Spearfishing,35,Y,M,May
1964.03.28.b,28-Mar-1964,1964,Unprovoked,AUSTRALIA,South Australia,Surfing,19,N,M,Mar
1964.02.14.a,14-Feb-1964,1964,Unprovoked,FIJI,Vanua Levu,Spearfishing,17,Y,M,Feb
1964.02.10,10-Feb-1964,1964,Unprovoked,NEW ZEALAND,North Island,Spearfishing,26,N,M,Feb
1964.02.08,08-Feb-1954,1964,Unprovoked,SOUTH AFRICA,Western Cape Province,Body boarding,25,N,M,Feb
1964.02.05.a,05-Feb-1964,1964,Unprovoked,NEW ZEALAND,South Island,Swimming,19,Y,M,Feb
1964.01.23,23-Jan-1964,1964,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Body surfing,39,N,M,Jan
1964.01.22,22-Jan-1964,1964,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Standing,17,N,M,Jan
1964.01.04,04-Jan-1964,1964,Unprovoked,FIJI,"Lomaloma, Lau",Swimming,20,N,F,Jan
1963.12.29,29-Dec-1963,1963,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Standing,20,N,F,Dec
1963.12.26.b,26-Dec-1963,1963,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming ,24,N,M,Dec
1963.12.25,25-Dec-1963,1963,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Swimming,18,Y,M,Dec
1963.12.08,08-Dec-1963,1963,Unprovoked,AUSTRALIA,South Australia,Spearfishing,23,N,M,Dec
1963.12.04.R,04-Dec-1963,1963,Unprovoked,NEW BRITAIN,"South Coast, East New Britain",Spearfishing,22,Y,M,Dec
1963.11.28,28-Nov-1963,1963,Unprovoked,FIJI, Lau Province,Fishing,21,N,F,Nov
1963.11.16.R,Reported 16-Nov-1963,1963,Unprovoked,ITALY,Sicily,Spearfishing,28,N,M,Nov
1963.11.04,04-Nov-1963,1963,Unprovoked,PALAU,Western Caroline Islands,Fishing,35,N,M,Nov
1963.10.15,15-Oct-1963,1963,Provoked,NORTH PACIFIC OCEAN,unknown,Fishing for sharks,20,N,M,Oct
1963.09.13,13-Sep-1963,1963,Provoked,AUSTRALIA,New South Wales,Surfing,18,N,M,Sep
1963.07.28,28-Jul-1963,1963,Unprovoked,FEDERATED STATES OF MICRONESIA,Eastern Caroline Islands,Spearfishing,26,N,M,Jul
1963.07.15,15-Jul-1963,1963,Unprovoked,USA,Florida,Bathing,14,N,M,Jul
1963.06.01.b,01-Jun-1963,1963,Unprovoked,GREECE,Thessaly,Swimming,42,Y,F,Jun
1963.06.01.a,01-Jun-1963,1963,Provoked,PAPUA NEW GUINEA,Central Province,Fishing,30,N,M,Jun
1963.04.20,20-Apr-1963,1963,Unprovoked,USA,US Virgin Islands,Swimming,25,Y,M,Apr
1963.04.17,17-Apr-1963,1963,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming,15,N,M,Apr
1963.04.12,12-Apr-1963,1963,Unprovoked,USA,Hawaii,Surfing ,15,N,M,Apr
1963.02.24,24-Feb-1963,1963,Unprovoked,AUSTRALIA,New South Wales,Spearfishing,18,N,M,Feb
1963.02.08,08-Feb-1963,1963,Unprovoked,FIJI,Lomaiviti  Island Group,Spearfishing,28,N,M,Feb
1963.01.30,30-Jan-1963,1963,Unprovoked,FIJI,unknown,Freediving,41,N,M,Jan
1963.01.28,28-Jan-1963,1963,Unprovoked,AUSTRALIA,New South Wales,Wading,32,Y,F,Jan
1963.01.14,14-Jan-1963,1963,Provoked,NEW ZEALAND,North Island,Fishing,14,N,unknown,Jan
1963.01.06,06-Jan-1963,1963,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Spearfishing,24,N,M,Jan
1962.12.09,09-Dec-1962,1962,Unprovoked,AUSTRALIA,South Australia,Spearfishing,16,Y,M,Dec
1962.10.28,28-Oct-1962,1962,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Spearfishing,30,N,M,Oct
1962.10.25,25-Oct-1962,1962,Unprovoked,MEXICO,Veracruz,Wading,32,Y,M,Oct
1962.09.30,30-Sep-1962,1962,Unprovoked,BRITISH WEST INDIES,Grand Turk Island,Spearfishing,24,N,M,Sep
1962.09.22,22-Sep-1962,1962,Unprovoked,MEXICO,Veracruz,Swimming,20,N,M,Sep
1962.08.30.a,30-Aug-1962,1962,Provoked,PAPUA NEW GUINEA,Northern District,Fishing,49,N,M,Aug
1962.08.29,29-Aug-1962,1962,Provoked,USA,California,Diving for abalone,39,N,M,Aug
1962.08.12,12-Aug-1962,1962,Unprovoked,USA,New Jersey,Standing,24,N,M,Aug
1962.07.28,28-Jul-1962,1962,Unprovoked,USA,South Carolina,Standing,21,N,M,Jul
1962.06.10.a,10-Jun-1962,1962,Unprovoked,USA,South Carolina,Standing,13,N,M,Jun
1962.06.03,03-Jun-1962,1962,Unprovoked,USA,Florida,Free diving,31,N,M,Jun
1962.04.09,09-Apr-1962,1962,Unprovoked,MOZAMBIQUE,Gaza,Swimming,16,N,M,Apr
1962.04.07,07-Apr-1962,1962,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Wading,13,N,M,Apr
1962.03.24,24-Mar-1962,1962,Unprovoked,PAPUA NEW GUINEA,Madang,Swimming,10,Y,M,Mar
1962.02.18,18-Feb-1962,1962,Provoked,NEW ZEALAND,Southland,Swimming,15,N,M,Feb
1962.02.07,07-Feb-1962,1962,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming,22,Y,M,Feb
1962.02.05,05-Feb-1962,1962,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Treading water,13,Y,M,Feb
1962.02.04,04-Feb-1962,1962,Unprovoked,AUSTRALIA,Queensland,Swimming,35,N,M,Feb
1962.01.21,21-Jan-1962,1962,Provoked,AUSTRALIA,New South Wales,Spearfishing,19,N,M,Jan
1962.01.15,15-Jan-1962,1962,Unprovoked,NEW ZEALAND,North Island,Spearfishing,44,N,M,Jan
1962.01.14.a,14-Jan-1962,1962,Unprovoked,AUSTRALIA,New South Wales,Surfing,19,N,M,Jan
1962.01.11.b,11-Jan-1962,1962,Unprovoked,PAPUA NEW GUINEA,"10ºS, 142ºE",Spearfishing,24,N,M,Jan
1962.01.11.a,11-Jan-1962,1962,Unprovoked,NEW ZEALAND,South Island,Surf fishing,54,N,F,Jan
1961.12.28.c,28-Dec-1961,1961,Unprovoked,AUSTRALIA,Queensland,Standing,18,Y,F,Dec
1961.12.28.b,28-Dec-1961,1961,Unprovoked,AUSTRALIA,Queensland,Standing,24,N,M,Dec
1961.12.28.a,28-Dec-1961,1961,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Treading water,18,N,M,Dec
1961.12.27,27-Dec-1961,1961,Provoked,AUSTRALIA,Western Australia,Spearfishing,23,N,M,Dec
1961.12.18.b,18-Dec-1961,1961,Unprovoked,MOZAMBIQUE,Gaza,Bathing,20,N,M,Dec
1961.09.24.b,24-Sep-1961,1961,Unprovoked,CROATIA,Primorje-Gorski Kotar County ,Swimming,19,Y,M,Sep
1961.09.24.a,24-Sep-1961,1961,Provoked,TANZANIA,unknown,Fishing,42,N,M,Sep
1961.08.20,20-Aug-1961,1961,Unprovoked,USA,California,Swimming,16,N,M,Aug
1961.08.16,16-Aug-1961,1961,Unprovoked,USA,South Carolina,Wading,19,N,M,Aug
